match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,elapsed_seconds,point_uid,match_winner_flag,is_tiebreak_like,is_second_serve,is_break_point_any,any_ace,any_double_fault,any_winner,any_unforced_error
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:05,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,4.915,1,112.0,W,CTL,D,425,2023-wimbledon-1301_S1_G2_P11,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:28,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130.0,W,NCTL,D,448,2023-wimbledon-1301_S1_G2_P12,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,15,15,2,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120.0,C,NCTL,D,486,2023-wimbledon-1301_S1_G2_P13,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128.0,W,NCTL,ND,521,2023-wimbledon-1301_S1_G2_P14,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,C,NCTL,ND,551,2023-wimbledon-1301_S1_G2_P15,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,BW,NCTL,D,577,2023-wimbledon-1301_S1_G2_P16,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,BC,NCTL,,620,2023-wimbledon-1301_S1_G2_P17,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,40,AD,2,1,2,9,9,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,C,NCTL,ND,645,2023-wimbledon-1301_S1_G2_P18,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,C,CTL,,684,2023-wimbledon-1301_S1_G3_P19,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,W,CTL,D,707,2023-wimbledon-1301_S1_G3_P20,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,BW,NCTL,D,737,2023-wimbledon-1301_S1_G3_P21,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,B,NCTL,ND,764,2023-wimbledon-1301_S1_G3_P22,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,BC,NCTL,D,806,2023-wimbledon-1301_S1_G3_P23,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,BC,NCTL,ND,931,2023-wimbledon-1301_S1_G4_P24,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,BW,NCTL,ND,975,2023-wimbledon-1301_S1_G4_P25,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,C,NCTL,,1007,2023-wimbledon-1301_S1_G4_P26,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,W,NCTL,,1028,2023-wimbledon-1301_S1_G4_P27,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,W,CTL,ND,1069,2023-wimbledon-1301_S1_G5_P28,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND,1105,2023-wimbledon-1301_S1_G5_P29,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND,1130,2023-wimbledon-1301_S1_G5_P30,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND,1160,2023-wimbledon-1301_S1_G5_P31,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D,1203,2023-wimbledon-1301_S1_G5_P32,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D,1255,2023-wimbledon-1301_S1_G5_P33,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D,1287,2023-wimbledon-1301_S1_G5_P34,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D,1339,2023-wimbledon-1301_S1_G5_P35,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND,1462,2023-wimbledon-1301_S1_G6_P36,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND,1493,2023-wimbledon-1301_S1_G6_P37,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D,1565,2023-wimbledon-1301_S1_G6_P38,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND,1590,2023-wimbledon-1301_S1_G6_P39,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND,1616,2023-wimbledon-1301_S1_G6_P40,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND,1662,2023-wimbledon-1301_S1_G7_P41,1,0,1,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND,1717,2023-wimbledon-1301_S1_G7_P42,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND,1746,2023-wimbledon-1301_S1_G7_P43,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D,1772,2023-wimbledon-1301_S1_G7_P44,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D,1817,2023-wimbledon-1301_S1_G7_P45,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D,1954,2023-wimbledon-1301_S1_G8_P46,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,W,CTL,,1977,2023-wimbledon-1301_S1_G8_P47,1,0,1,0,0,1,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,,2013,2023-wimbledon-1301_S1_G8_P48,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D,2038,2023-wimbledon-1301_S1_G8_P49,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D,2086,2023-wimbledon-1301_S1_G8_P50,1,0,1,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND,2162,2023-wimbledon-1301_S1_G8_P51,1,0,1,1,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D,2238,2023-wimbledon-1301_S1_G9_P52,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D,2264,2023-wimbledon-1301_S1_G9_P53,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D,2306,2023-wimbledon-1301_S1_G9_P54,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND,2334,2023-wimbledon-1301_S1_G9_P55,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND,2369,2023-wimbledon-1301_S1_G9_P56,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,,2401,2023-wimbledon-1301_S1_G9_P57,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D,2433,2023-wimbledon-1301_S1_G9_P58,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND,2483,2023-wimbledon-1301_S1_G9_P59,1,0,1,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D,2551,2023-wimbledon-1301_S1_G9_P60,1,0,0,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND,2598,2023-wimbledon-1301_S1_G9_P61,1,0,0,1,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND,2639,2023-wimbledon-1301_S1_G9_P62,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND,2669,2023-wimbledon-1301_S1_G9_P63,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,,2824,2023-wimbledon-1301_S2_G1_P64,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,0,15,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,,2847,2023-wimbledon-1301_S2_G1_P65,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,0,30,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND,2872,2023-wimbledon-1301_S2_G1_P66,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,0,40,2,1,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,C,CTL,ND,2897,2023-wimbledon-1301_S2_G1_P67,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,0,0,1,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,C,NCTL,,2957,2023-wimbledon-1301_S2_G2_P68,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,15,0,1,2,1,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,BW,NCTL,ND,2978,2023-wimbledon-1301_S2_G2_P69,1,0,1,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,30,0,1,2,2,36,34,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,BW,NCTL,D,3014,2023-wimbledon-1301_S2_G2_P70,1,0,1,0,0,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,30,15,1,1,2,36,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,BC,NCTL,D,3070,2023-wimbledon-1301_S2_G2_P71,1,0,0,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,30,30,1,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,C,NCTL,,3114,2023-wimbledon-1301_S2_G2_P72,1,0,0,0,1,0,1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,40,30,1,2,2,37,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,W,CTL,ND,3141,2023-wimbledon-1301_S2_G2_P73,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,40,40,1,2,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,BC,NCTL,D,3186,2023-wimbledon-1301_S2_G2_P74,1,0,1,0,0,0,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,40,AD,1,1,2,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,B,NCTL,ND,3251,2023-wimbledon-1301_S2_G2_P75,1,0,0,1,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,0,0,2,1,2,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,C,CTL,D,3296,2023-wimbledon-1301_S2_G3_P76,1,0,0,0,0,0,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,0,15,2,1,2,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,W,CTL,ND,3320,2023-wimbledon-1301_S2_G3_P77,1,0,0,0,0,0,0,0
