match_id,player1,player2,set_no,game_no,point_no,elapsed_time,elapsed_seconds,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,point_victor,p1_win_point,tiebreak,score_state,set_diff,games_diff,late_set,level_games,p1_serving,p1_break_pt,p2_break_pt,p1_game_point,p2_game_point,p1_set_point,p2_set_point,p1_match_point,p2_match_point,signed_break_point,signed_game_point,signed_set_point,signed_match_point,multi_break_point,p1_serve_strength_loo,p1_return_strength_loo,p2_serve_strength_loo,p2_return_strength_loo,strength_diff_general,strength_diff_serve,strength_diff_return,baseline_p1_point_win_prob,baseline_residual
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,2,15,00:09:11,551,0,0,1,0,30,30,2,2,0,0,30-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3271955590249301,-0.3271955590249301
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,2,16,00:09:37,577,0,0,1,0,30,40,2,1,1,0,30-40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3350650494738634,0.6649349505261366
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,2,17,00:10:20,620,0,0,1,0,40,40,2,2,0,0,deuce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.33407986516011556,-0.33407986516011556
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,2,18,00:10:45,645,0,0,1,0,40,AD,2,2,0,0,ad-out,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.31565274439604524,-0.31565274439604524
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,3,19,00:11:24,684,0,0,1,1,0,0,1,1,1,0,0-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6899557350583146,0.31004426494168535
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,3,20,00:11:47,707,0,0,1,1,15,0,1,1,1,0,15-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6766976442498857,0.32330235575011435
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,3,21,00:12:17,737,0,0,1,1,30,0,1,2,0,0,30-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6861346975576792,-0.6861346975576792
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,3,22,00:12:44,764,0,0,1,1,30,15,1,1,1,0,30-15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.649991402968681,0.35000859703131904
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,3,23,00:13:26,806,0,0,1,1,40,15,1,1,1,0,40-15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7181320180737535,0.2818679819262465
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,4,24,00:15:31,931,0,0,2,1,0,0,2,2,0,0,0-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.34086697125813487,-0.34086697125813487
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,4,25,00:16:15,975,0,0,2,1,0,15,2,2,0,0,0-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.31496781942688723,-0.31496781942688723
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,4,26,00:16:47,1007,0,0,2,1,0,30,2,2,0,0,0-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.27911804412311325,-0.27911804412311325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,4,27,00:17:08,1028,0,0,2,1,0,40,2,2,0,0,0-40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.22814626463269638,-0.22814626463269638
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,28,00:17:49,1069,0,0,2,2,0,0,1,1,1,0,0-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6894415209689593,0.3105584790310407
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,29,00:18:25,1105,0,0,2,2,15,0,1,1,1,0,15-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6761539968809814,0.32384600311901857
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,30,00:18:50,1130,0,0,2,2,30,0,1,1,1,0,30-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6856062722718472,0.31439372772815277
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,31,00:19:20,1160,0,0,2,2,40,0,1,2,0,0,40-0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7029424784011132,-0.7029424784011132
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,32,00:20:03,1203,0,0,2,2,40,15,1,2,0,0,40-15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7176302357535418,-0.7176302357535418
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,33,00:20:55,1255,0,0,2,2,40,30,1,2,0,0,40-30,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.678489684342409,-0.678489684342409
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,34,00:21:27,1287,0,0,2,2,40,40,1,1,1,0,deuce,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6821893952150391,0.3178106047849609
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,5,35,00:22:19,1339,0,0,2,2,AD,40,1,1,1,0,ad-in,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.668484130350994,0.33151586964900603
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,6,36,00:24:22,1462,0,0,3,2,0,0,2,2,0,0,0-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3401228162366895,-0.3401228162366895
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,6,37,00:24:53,1493,0,0,3,2,0,15,2,1,1,0,0-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.314270732242047,0.685729267757953
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,6,38,00:26:05,1565,0,0,3,2,15,15,2,2,0,0,15-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3437309017202526,-0.3437309017202526
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,6,39,00:26:30,1590,0,0,3,2,15,30,2,2,0,0,15-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3160065329202874,-0.3160065329202874
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,6,40,00:26:56,1616,0,0,3,2,15,40,2,2,0,0,15-40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.2760935025512106,-0.2760935025512106
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,7,41,00:27:42,1662,0,0,3,3,0,0,1,1,1,0,0-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6886485818088471,0.31135141819115286
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,7,42,00:28:37,1717,0,0,3,3,15,0,1,1,1,0,15-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6753171083720523,0.3246828916279477
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,7,43,00:29:06,1746,0,0,3,3,30,0,1,1,1,0,30-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6847770344822807,0.31522296551771933
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,7,44,00:29:32,1772,0,0,3,3,40,0,1,2,0,0,40-0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7021443215379579,-0.7021443215379579
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,7,45,00:30:17,1817,0,0,3,3,40,15,1,1,1,0,40-15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7168531135111615,0.28314688648883846
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,46,00:32:34,1954,0,0,4,3,0,0,2,2,0,0,0-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.33943402001281464,-0.33943402001281464
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,47,00:32:57,1977,0,0,4,3,0,15,2,1,1,0,0-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.31362015578662883,0.6863798442133712
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,48,00:33:33,2013,0,0,4,3,15,15,2,2,0,0,15-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.34310048341191135,-0.34310048341191135
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,49,00:33:58,2038,0,0,4,3,15,30,2,1,1,0,15-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.31540252497472704,0.684597475025273
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,50,00:34:46,2086,0,0,4,3,30,30,2,1,1,0,30-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.32509021420670375,0.6749097857932962
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,8,51,00:36:02,2162,0,0,4,3,40,30,2,1,1,0,40-30,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.36273382561394607,0.6372661743860539
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,52,00:37:18,2238,0,0,5,3,0,0,1,1,1,0,0-0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7098989800400634,0.29010101995993665
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,53,00:37:44,2264,0,0,5,3,15,0,1,2,0,0,15-0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6971153756485061,-0.6971153756485061
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,54,00:38:26,2306,0,0,5,3,15,15,1,1,1,0,15-15,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7132348228704647,0.2867651771295353
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,55,00:38:54,2334,0,0,5,3,30,15,1,2,0,0,30-15,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6712585200534169,-0.6712585200534169
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,56,00:39:29,2369,0,0,5,3,30,30,1,1,1,0,30-30,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6964058509714353,0.30359414902856474
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,57,00:40:01,2401,0,0,5,3,40,30,1,2,0,0,40-30,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6248227205220557,-0.6248227205220557
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,58,00:40:33,2433,0,0,5,3,40,40,1,1,1,0,deuce,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7029486976125605,0.2970513023874395
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,59,00:41:23,2483,0,0,5,3,AD,40,1,2,0,0,ad-in,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.614099905588027,-0.614099905588027
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,60,00:42:31,2551,0,0,5,3,40,40,1,2,0,0,deuce,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7027949026004473,-0.7027949026004473
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,61,00:43:18,2598,0,0,5,3,40,AD,1,1,1,0,ad-out,0,2,1,0,1,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6509836177768353,0.34901638222316467
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,62,00:43:59,2639,0,0,5,3,40,40,1,1,1,0,deuce,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7026801781070166,0.29731982189298345
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1,9,63,00:44:29,2669,0,0,5,3,AD,40,1,1,1,0,ad-in,0,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6138247840474765,0.38617521595252347
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,1,64,00:47:04,2824,1,0,0,0,0,0,2,2,0,0,0-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3671174601841203,-0.3671174601841203
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,1,65,00:47:27,2847,1,0,0,0,0,15,2,2,0,0,0-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3402828077839441,-0.3402828077839441
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,1,66,00:47:52,2872,1,0,0,0,0,30,2,2,0,0,0-30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.3028346281788037,-0.3028346281788037
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,1,67,00:48:17,2897,1,0,0,0,0,40,2,2,0,0,0-40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.24902328179713912,-0.24902328179713912
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,68,00:49:17,2957,1,0,0,1,0,0,1,1,1,0,0-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7134850896296728,0.28651491037032717
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,69,00:49:38,2978,1,0,0,1,15,0,1,1,1,0,15-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7007994493790307,0.2992005506209693
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,70,00:50:14,3014,1,0,0,1,30,0,1,2,0,0,30-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7098269362047833,-0.7098269362047833
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,71,00:51:10,3070,1,0,0,1,30,15,1,2,0,0,30-15,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6750804088801405,-0.6750804088801405
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,72,00:51:54,3114,1,0,0,1,30,30,1,1,1,0,30-30,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7000542202497082,0.2999457797502918
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,73,00:52:21,3141,1,0,0,1,40,30,1,2,0,0,40-30,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7030185148559178,-0.7030185148559178
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,74,00:53:06,3186,1,0,0,1,40,40,1,2,0,0,deuce,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.7065412196757045,-0.7065412196757045
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,2,75,00:54:11,3251,1,0,0,1,40,AD,1,2,0,0,ad-out,1,-1,0,0,1,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.6550370995765068,-0.6550370995765068
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2,3,76,00:54:56,3296,1,0,0,2,0,0,2,2,0,0,0-0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6868008948545862,0.394,0.65,0.35,0.08080089485458619,0.03680089485458615,0.04400000000000004,0.34431635746618794,-0.34431635746618794
